faq_url,page_url,page,question,summary,quick_summary
https://admin.examine.com/content/faqs/728/edit,https://admin.examine.com/content/topics/1075/edit,Premenstrual Syndrome,How is PMS diagnosed?,"PMS is usually diagnosed if at least one of the symptoms listed above occurs during the five days before the start of menses for at least three cycles, two of which must be consecutive cycles. Additionally, these symptoms stop at least four days after the onset of menses and do not recur until the next cycle.[PMID:27479626]",
https://admin.examine.com/content/faqs/729/edit,https://admin.examine.com/content/topics/1075/edit,Premenstrual Syndrome,What are some of the main medical treatments for PMS?,"Over-the-counter pain relievers such as ibuprofen, naproxen, or acetaminophen may help ease mild PMS symptoms (e.g., cramps, headaches, [breast tenderness]). When symptoms of PMS are severe, *selective serotonin reuptake inhibitors* (SSRIs) such as  paroxetine (Paxil), fluoxetine (Prozac), citalopram (Celexa), or sertraline (Zoloft) can be tried. Oral contraceptives have also shown some benefit for reducing PMS symptoms. Theoretically, these work by regulating fluctuations of [estrogen] and [progesterone] throughout a cycle.[PMID:27479626]",
https://admin.examine.com/content/faqs/730/edit,https://admin.examine.com/content/topics/1075/edit,Premenstrual Syndrome,Have any supplements been studied for PMS?,"Daily [calcium] supplements (calcium carbonate) have been shown to reduce symptoms of PMS. [Vitamin D] and [vitamin B6] have also been assessed for PMS symptoms, but there is insufficient evidence to support their use.[PMID:27479626] Many herbs have also been studied, with [chasteberry](https://examine.com/supplements/vitex-agnus-castus/) having the greatest volume of evidence behind it.[PMID:31780016]",
https://admin.examine.com/content/faqs/731/edit,https://admin.examine.com/content/topics/1075/edit,Premenstrual Syndrome,How could diet affect PMS?,"Specific diets have not been studied for PMS. Some observational evidence has found that consuming foods high in [calcium], [vitamin D], [thiamine], and [riboflavin] has been associated with a lower risk of PMS.[PMID:21346091][PMID:15956003] Common dietary recommendations for PMS include small and frequent meals as well as reducing consumption of [salt], [caffeine], and [refined sugars]. These modifications are intended to reduce irritability, [insomnia], fluid retention, [bloating], and weight gain during PMS.[PMID:18559957]",
https://admin.examine.com/content/faqs/732/edit,https://admin.examine.com/content/topics/1075/edit,Premenstrual Syndrome,Are there any other treatments for PMS?,"Exercise is often recommended for PMS because it can promote endorphin release which can improve [mood] and increase energy.[PMID:18559957] Psychological modalities such as [cognitive-behavioral therapy] (CBT) and other modalities such as [acupuncture] with and without herbal medicine have been studied for relieving PMS symptoms. However, more research is needed to determine their benefits. [PMID: 27479626]",
https://admin.examine.com/content/faqs/733/edit,https://admin.examine.com/content/topics/1075/edit,Premenstrual Syndrome,What causes PMS?,"No one knows what causes PMS. It is likely that changes to the levels of [estrogen] and [progesterone] and individual sensitivity to these changes trigger PMS symptoms. These hormones affect levels of neurotransmitters such as [gamma-aminobutyric acid](https://examine.com/supplements/gaba/), [dopamine], and [serotonin] which in turn can affect mood. Some evidence suggests that suppressing estrogen can improve PMS symptoms,[PMID:27479626] and a deficiency of progesterone may worsen symptoms, but more research is needed.[PMID:32809533]",
https://admin.examine.com/content/faqs/734/edit,https://admin.examine.com/content/topics/1075/edit,Premenstrual Syndrome,Is PMS different depending on what country you’re in?,"Some research has found that PMS symptoms are reported in about 50% of women of reproductive age, while in other research, PMS symptoms are reported in up to 90% of younger women. The rates of PMS vary greatly between different geographic regions. For example, PMS is reported in about 34% of young adult women (attending university) in China, 40% in Taiwan, 65% in Egypt, 79% in Japan, and up to 92% in Turkey.[PMID:32809533] In other research, PMS is reported in up to 30% of women living in the United States, 12% in France, and up to 98% in Iran.[PMID:35574174] Why do different countries have such different rates of PMS and PMS symptoms? No one knows for sure. Some theories include differences in lifestyle and genetic factors, community practices during the time of menstruation, and diagnostic criteria and investigation methods.[PMID:32809533][PMID:35574174]",
https://admin.examine.com/content/faqs/735/edit,https://admin.examine.com/content/topics/1075/edit,Premenstrual Syndrome,Do calcium supplements help reduce symptoms of PMS?,"Several small and heterogeneous clinical studies suggest that daily supplementation with 500–1,200 milligrams of [calcium] for up to 3 menstrual cycles improves PMS symptoms such as [bloating], food cravings, and [pain] when compared to placebo. Also, several observational studies have found that PMS symptoms are associated with lower total calcium levels. It is possible that calcium levels are reduced during [menstruation], precipitating PMS symptoms. [Estrogen] may lower calcium in the blood by inhibiting bone resorption. During the menstrual cycle, estrogen has two peaks: right before the [luteinizing hormone] surge and during the luteal phase. Theoretically, the peaks in estrogen lower total calcium levels. In some, the lower blood calcium levels can increase [parathyroid hormone] levels and lower calcium levels in the smooth muscle, which in turn might precipitate PMS symptoms such as cramping and pain.[PMID:33312465]",
https://admin.examine.com/content/faqs/736/edit,https://admin.examine.com/content/topics/1076/edit,Prostate Cancer,What is prostate cancer?,"Prostate cancer is a disease in which cells in the prostate gland — a walnut-sized gland in the male reproductive system that resides below the bladder and surrounds the upper part of the urethra (i.e., the tube that carries urine from the bladder) and makes seminal fluid — start to grow out of control.[reference|url=https://medlineplus.gov/|title=The content of this page was partially adapted from MedlinePlus of the National Library of Medicine] It is the second most common cancer in men worldwide and is most prevalent in men over the age of 65;[PMID:31854162] The majority of prostate cancers grow very slowly and are unlikely to cause serious problems. When the cancer is confined to the prostate, long-term prognosis is excellent, but if the cancer begins to grow quickly and spreads to distant organs, it becomes dangerous, and current therapies cannot cure it.",
https://admin.examine.com/content/faqs/737/edit,https://admin.examine.com/content/topics/1076/edit,Prostate Cancer,What are the main signs and symptoms of prostate cancer?,"The signs and symptoms of prostate cancer are nonspecific and tend to be more indicative of [benign prostatic hyperplasia] (i.e., noncancerous enlargement of the prostate) than [cancer]. They’re mainly related to problems with urinating and include:[reference|url=https://medlineplus.gov/|title=The content of this page was partially adapted from MedlinePlus of the National Library of Medicine]- Decreased urinary stream that’s hard to start, or starts and stops- Frequent urination, especially at night- Suddenly needing to urinate right away- Incomplete bladder emptying- Pain or burning while urinating- Blood in the urine or semenAlthough rare in the current era of widespread screening, people with prostate cancer may also present with symptoms of metastatic disease (i.e., the spread of cancer cells to other parts of the body), such as bone pain or fractures.",
https://admin.examine.com/content/faqs/738/edit,https://admin.examine.com/content/topics/1076/edit,Prostate Cancer,How is prostate cancer diagnosed?,"A doctor can use different tests to screen for prostate cancer, such as a digital (finger) rectal exam, a *[prostate-specific antigen]* (PSA, a protein secreted by prostate cells) blood test, and imaging tests (e.g., ultrasound, magnetic resonance imaging).[reference|url=https://medlineplus.gov/|title=The content of this page was partially adapted from MedlinePlus of the National Library of Medicine] A prostate biopsy is then used to confirm the presence of prostate cancer and determine the severity of the disease.",
https://admin.examine.com/content/faqs/739/edit,https://admin.examine.com/content/topics/1076/edit,Prostate Cancer,What are some of the main medical treatments for prostate cancer?,"The treatment selected depends on a variety of factors, including age, comorbidities, expected lifespan, the stage (i.e., the size of the tumor and whether the cancer has spread to other parts of the body) and grade (i.e., how abnormal the cancer cells and tissue look under a microscope and how quickly the cancer cells are likely to grow and spread) of the cancer, and patient preferences.[reference|url=https://www.cancer.org/cancer/prostate-cancer/treating.html|title=Treating Prostate Cancer|authors=American Cancer Society] Common treatment options include watchful waiting or active surveillance, surgery, radiation therapy, hormone therapy, chemotherapy, targeted therapy, and immunotherapy.Watchful waiting or active surveillance is typically reserved for older men without symptoms and prostate cancer that isn’t likely to grow or with comorbidities that would affect their immediate lifespan.[PMID:29261872] Surgery or radiation therapy are used in the early stages of prostate cancer to try and cure the disease.",
https://admin.examine.com/content/faqs/740/edit,https://admin.examine.com/content/topics/1076/edit,Prostate Cancer,Have any supplements been studied for prostate cancer?,"Because oxidative stress is implicated in the development of prostate cancer, phenolic compounds and micronutrients with antioxidant effects have mainly been studied for reducing the risk of or treating the disease:[PMID:26389500][PMID:33003518]- [Curcumin]- [Soy isoflavones]- [Green tea catechins]- [Pomegranate]- [Lycopene]- [Vitamin E]- [Vitamin D]- [Selenium]- [Zinc]",
https://admin.examine.com/content/faqs/741/edit,https://admin.examine.com/content/topics/1076/edit,Prostate Cancer,How could diet affect prostate cancer?,"A Western dietary pattern rich in animal-based protein, [dairy] products, and refined carbohydrates tends to be associated with an increased risk of prostate cancer, whereas a healthy plant-based dietary pattern (e.g., the [Mediterranean diet]) tends to be associated with a decreased risk of prostate cancer.[PMID:31900902][PMID:29103966] Concerning specific dietary factors, a notable body of evidence indicates that a high intake of dairy products is associated with an increased risk of prostate cancer,[PMID:31900902] while fairly consistent evidence indicates a high intake of [lycopene] from [tomato] products is associated with a decreased risk of prostate cancer.[PMID:29317772][PMID:28440323] Also, [obesity] increases the risk of advanced prostate cancer, so a hypocaloric diet that facilitates [weight loss] is often beneficial in this population.",
https://admin.examine.com/content/faqs/742/edit,https://admin.examine.com/content/topics/1076/edit,Prostate Cancer,Are there any other treatments for prostate cancer?,"Increased physical activity is associated with a decreased risk of prostate cancer and prostate cancer mortality.[PMID:31900902][PMID: 27518576] Also, cigarette smoking seems to play a role in the progression of prostate cancer and is associated with an increased risk of prostate cancer mortality.[PMID:31900902][PMID:27518576]",
https://admin.examine.com/content/faqs/743/edit,https://admin.examine.com/content/topics/1076/edit,Prostate Cancer,What causes prostate cancer?,"The precise causes of prostate cancer are unclear, but they involve changes in the DNA of a normal prostate cell, which are either inherited or acquired throughout life. Several genes have been linked to prostate cancer (e.g., TMPRSS2-ERG, SPOP, FOXA1, BRCA1, BRCA2).[PMID:34370973] Additionally, the risk of prostate cancer is approximately doubled in men who are Black or have a first-degree relative with prostate cancer compared to the general population.[PMID:29261872] Acquired gene mutations are the result of errors in the DNA replication process, which occur at random or via the influence of other factors (e.g., diet, hormone levels, exposure to cancer-causing chemicals).[reference|url=https://www.cancer.org/cancer/prostate-cancer/causes-risks-prevention/what-causes.html|title=What Causes Prostate Cancer?|authors=American Cancer Society]",
https://admin.examine.com/content/faqs/744/edit,https://admin.examine.com/content/topics/1076/edit,Prostate Cancer,Is PSA a good marker of prostate cancer risk?,"*Prostate-specific antigen* (PSA) is a protein produced by the cells of the prostate gland. Levels of PSA in the blood are used to detect early prostate cancer (which is usually asymptomatic) as higher PSA levels are associated with a greater likelihood of prostate cancer.[PMID:2442609] However, the PSA test has poor specificity. Infection, trauma, inflammation (i.e., [prostatitis]), and [benign prostatic hyperplasia] can all increase PSA levels. A PSA level ≥ 4.0 ng/mL is generally the threshold for which further evaluation for prostate cancer should occur,[PMID:32491427] but prostate cancer has been detected in men with PSA levels as low as 1.1 ng/mL[PMID:15998892] and not every man with very high PSA levels will have prostate cancer.Although PSA testing appears to have a small potential benefit on reducing the risk of death from prostate cancer,[PMID:30185521] there are potential harms of testing due to frequent occurrence of false-positive results,[PMID:21788129] including psychological distress, additional testing and prostate biopsy, and treatment complications (e.g., [incontinence], [erectile dysfunction]).[PMID:29801017] Many men with prostate cancer never become symptomatic and wouldn’t know they have the disease if they weren’t screened for it. In these cases, treatment would only result in harm without benefit.For these reasons, it’s recommended that, in men aged 55–69, undergoing PSA testing should be a personal choice, rather than a blanket recommendation.[PMID:29801017]",
https://admin.examine.com/content/faqs/745/edit,https://admin.examine.com/content/topics/1076/edit,Prostate Cancer,What do the main medical treatments for prostate cancer entail?,"“Watchful waiting” involves closely monitoring the patient’s condition and only using treatment to relieve symptoms and improve quality of life, without any intention of curing the disease. This option is typically reserved for older men who do not present with signs or symptoms. “Active surveillance” also involves closely monitoring the patient’s condition, but tests (e.g., PSA test, digital rectal exam, prostate biopsy) are frequently conducted, and treatment is given to try and cure the disease when test results change unfavorably. Active surveillance is typically utilized for men with very-low- to low-risk prostate cancer without serious health conditions.[reference|url=https://www.cancer.org/cancer/prostate-cancer/treating/by-stage.html|title-Initial Treatment of Prostate Cancer, by Stage and Risk Group|authors=American Cancer Society|published=2022-01-18]In men, especially younger men, with intermediate- to high-risk prostate cancer, either radiation (external or interstitial) therapy or surgery (radical prostatectomy being the most common) are used to try and cure the disease. Surgery is reserved for patients with cancer confined to the prostate gland. Radiation therapy may be used as the first treatment for cancers that spread into nearby tissues, in patients who are not good candidates for surgery or whose cancer has come back after surgery, or to control advanced cancer.[reference|url=https://www.cancer.org/cancer/prostate-cancer/treating/radiation-therapy.html|title=Radiation Therapy For Prostate Cancer|authors=American Cancer Society|published=2022-03-24] Potential complications after surgery include those typical of any major surgery (e.g., infection at surgery site), as well as erectile dysfunction, urinary incontinence, bowel problems, shortening of the penis, and inguinal hernia. Radiation shares the same potential complications as surgery, plus an increased risk of bladder and gastrointestinal cancer.[reference|url=https://www.cancer.gov/about-cancer/treatment/side-effects|title=Side Effects of Cancer Treatment|authors=National Cancer Institute]Other treatment options are not intended to cure prostate cancer and are typically reserved for advanced cancers. They include the following:- Hormone therapy: uses surgery or drugs to reduce testosterone levels, which fuel prostate cancer cells. It may be used if radical prostatectomy or radiation cannot be used or were ineffective.[reference|url=https://www.cancer.org/cancer/prostate-cancer/treating/hormone-therapy.html|title=Hormone Therapy for Prostate Cancer|authors=American Cancer Society|published=2021-09-23] Hormone therapy can also be used before radiation therapy to enhance treatment effectiveness. Potential side effects include reduced or absent sexual desire, erectile dysfunction, shrinkage of testicles and penis, hot flashes, breast tenderness and growth, and reduced bone mineral density.- Chemotherapy: uses anti-cancer drugs injected into a vein or taken by mouth. It is sometimes used if cancer has spread outside the prostate gland and hormone therapy isn’t working.[reference|url=https://www.cancer.org/cancer/prostate-cancer/treating/chemotherapy.html|title=Chemotherapy for Prostate Cancer|authors=American Cancer Society|published=2019-08-01] Potential side effects include hair loss, mouth sores, loss of appetite, nausea, vomiting, diarrhea, increased risk of infections, and fatigue.- Targeted therapy: uses anti-cancer drugs or other substances to attack cancer cells while doing little damage to normal cells, typically less than chemotherapy or radiation.[PMID:26389353] Potential side effects are similar to chemotherapy.- Immunotherapy: aims to enhance the ability of the individual’s immune system to recognize and destroy cancer cells.[reference|url=https://www.cancer.org/cancer/prostate-cancer/treating/vaccine-treatment.html|title=Immunotherapy for Prostate Cancer|authors=American Cancer Society|published=2019-08-01] Most commonly, a vaccine (Sipuleucel-T) is used to treat cancer that has spread to other parts of the body and is no longer responding to hormone therapy. - Bisphosphonates: drugs that slow down the activity of osteoclasts (cells that break down bone) with the aim of reducing bone disease when the cancer has spread to other parts of the body. These drugs can also help to lessen the risk of bone fracture with hormone therapy.[PMID:26389353]",
https://admin.examine.com/content/faqs/746/edit,https://admin.examine.com/content/topics/1076/edit,Prostate Cancer,Does BPH cause prostate cancer?,"[Benign prostatic hyperplasia] (BPH) refers to a noncancerous enlargement of the prostate gland. The prevalence of BPH and prostate cancer both increase with advancing age, and there are a number of overlapping features between these conditions, including hormone-dependent growth and increased PSA levels. Moreover, [inflammation] and [metabolic syndrome] are common risk factors and variants of several genes are associated with an increased risk of both conditions.[PMID:23165396][PMID:24744523]The relationship between BPH and prostate cancer is not fully understood. Conflicting findings are common, but meta-analyses of observational studies tend to report an increased risk of prostate cancer with BPH.[PMID:27149447][PMID:31892984] However, a causal link between these conditions is far from established, and the association may be explained by the mere coexistence of two very common conditions,[PMID:1376199] rather than BPH being a risk factor for prostate cancer.",
https://admin.examine.com/content/faqs/747/edit,https://admin.examine.com/content/topics/1077/edit,Psoriasis,What is psoriasis?,"Psoriasis is a chronic inflammatory skin disease where skin cells regenerate too quickly and form thick, red patches of skin with white or silver scales.[reference|url=https://medlineplus.gov/psoriasis.html|title=The content of this page was partially adapted from MedlinePlus of the National Library of Medicine] A 2017 study found that up to 11% of adults and 1.4% of children worldwide have psoriasis.[PMID:27573025]",
https://admin.examine.com/content/faqs/748/edit,https://admin.examine.com/content/topics/1077/edit,Psoriasis,What are the main signs and symptoms of psoriasis?,"Psoriasis typically looks like elevated lesions that are red, dry, and have silvery scales. They can appear anywhere on the body, such as:[reference|url=https://medlineplus.gov/psoriasis.html|title=The content of this page was partially adapted from MedlinePlus of the National Library of Medicine]- Elbows- Knees- Scalp- Face- Palms- Feet",
https://admin.examine.com/content/faqs/749/edit,https://admin.examine.com/content/topics/1077/edit,Psoriasis,How is psoriasis diagnosed?,"The diagnosis is largely clinical, based on the appearance of the rash and associated symptoms. A healthcare professional must first rule out other diseases that may cause similar symptoms. During a visit with a healthcare professional, a clinical history is acquired and a comprehensive skin evaluation is done.[PMID:32427307]",
https://admin.examine.com/content/faqs/750/edit,https://admin.examine.com/content/topics/1077/edit,Psoriasis,What are some of the main medical treatments for psoriasis?,"Treatment is determined by the extent and severity of symptoms. Medical treatments include:- Topical creams (e.g. steroids and moisturizers)- Oral or injected medications (e.g. immunosuppressants)- Phototherapy (exposing skin to different wavelengths of light)Topical treatments are used for milder cases. If there is no response to topical treatments or for more severe cases, immunosuppressants and/or phototherapy (a treatment that uses ultraviolet light) may be used.[PMID:32427307]",
https://admin.examine.com/content/faqs/751/edit,https://admin.examine.com/content/topics/1077/edit,Psoriasis,Have any supplements been studied for psoriasis?,Dietary supplements are often sought out to relieve symptoms of psoriasis. Supplements with the most evidence include:- [Fish oil]- [Vitamin D]- [Selenium]- [Probiotics]Some studies show that the above supplements are either beneficial or ineffective. More rigorous research is needed before recommendations can be made.[PMID:32751360],
https://admin.examine.com/content/faqs/752/edit,https://admin.examine.com/content/topics/1077/edit,Psoriasis,How could diet affect prostate psoriasis?,"Observational studies have demonstrated that people with psoriasis consume a lower amount of foods typically found in a [Mediterranean diet] (e.g., [olive oil], [fruits], [fish], [nuts], and [whole grains]).[PMID:30046840][PMID:25622660] Research using dietary interventions found that a hypocaloric diet in [overweight] or [obese] people with psoriasis or a [gluten-free diet] in people with a gluten sensitivity shows the most promise for helping reduce symptoms of psoriasis.[PMID:29926091] It is recommended that changes in diet should be used alongside standard medical treatments.[PMID:29926091]",
https://admin.examine.com/content/faqs/753/edit,https://admin.examine.com/content/topics/1077/edit,Psoriasis,Are there any other treatments for psoriasis?,"There is some weak evidence that saltwater baths combined with phototherapy is effective. However, these findings are inconclusive and further research is required.[PMID:32368795] There are also some small studies suggesting that [meditation] can help alleviate some symptoms.[PMID:30193251]",
https://admin.examine.com/content/faqs/754/edit,https://admin.examine.com/content/topics/1077/edit,Psoriasis,What causes psoriasis?,"Psoriasis is thought to be caused by an excessive immune response, which results in an overabundance of skin cells regenerating. The development of psoriasis includes a combination of genetic, environmental, and psychological components.[PMID:32427307]",
https://admin.examine.com/content/faqs/755/edit,https://admin.examine.com/content/topics/1077/edit,Psoriasis,What is the difference between psoriasis and eczema?,"Since both psoriasis and [eczema] can present as dry, red, and scaly rashes, they are often confused with one another. However, they differ significantly.Psoriasis is caused by an over-activation of the immune system, which results in excessive proliferation of keratinocytes (cells that help regenerate skin) and inflammatory molecules (cytokines). This immune cascade results in distinct areas of thick, red, and scaly patches on the skin.[PMID:32427307] On the other hand, eczema is caused by immune hypersensitivity (often triggered by allergens) and a dysfunctional skin barrier. Although eczema also presents as dry, red, and scaly skin, people often experience severe itching. This leads to scratching, which results in a vicious cycle that worsens the rash.[PMID:29063428]",
https://admin.examine.com/content/faqs/756/edit,https://admin.examine.com/content/topics/1077/edit,Psoriasis,Are there other types of psoriasis?,"The most common type of psoriasis is called [plaque psoriasis]. However, there are other types of psoriasis that others may experience. [Guttate psoriasis], which affects approximately 2% of people with psoriasis, is characterized by small (3–5 mm) confetti-like red, scaly patches. A common cause is an acute infection such as strep throat.[PMID:32427307] [Erythrodermic psoriasis] is a life-threatening form of psoriasis which presents as red, peeling skin that covers nearly the entire body. As a result, people will experience severe electrolyte imbalances, fluid loss, low body temperature, and severe skin shedding. If untreated, this can lead to shock (decreased blood flow which can result in organ failure) or life-threatening infection.[PMID:31682547][Pustular psoriasis] causes pus filled blisters on the hands, feet, or all over the body. This form of psoriasis can be caused by a multitude of factors including genetics, stopping steroid medications too quickly, pregnancy, or infection.[PMID:32427307]",
https://admin.examine.com/content/faqs/757/edit,https://admin.examine.com/content/topics/1077/edit,Psoriasis,What is the relationship between psoriasis and psoriatic arthritis?,"Approximately 30% of people with psoriasis are at risk of developing a disease called [psoriatic arthritis]. This form of arthritis results in joint stiffness, pain, and swelling. Treatments include *Non-steroidal anti-inflammatory drugs* ([NSAIDs]) and immunosuppressant medications. This disease can impair quality of life and lead to destruction of affected joints if left untreated.[PMID:28273019]For an accurate diagnosis, the Classification of Psoriatic Arthritis (CASPAR) criteria is often used. Three points from the following five criteria (bolded) must be met for a diagnosis of psoriatic arthritis:[PMID:28273019]**Criteria** | **Points** :---:|:---:**Evidence of psoriasis** | | Current psoriasis | 2  Personal history of psoriasis | 1  Family history of psoriasis | 1  **Nail dystrophy (splitting, pitting, or thickening of the nails)** | 1  **Negative rheumatoid factor test (a blood marker used to diagnose rheumatoid arthritis)** | 1 **Dactylitis (swelling of a finger)** | |Current dactylitis | 1  Personal history of dactylitis | 1  **Extra bone formation near joints of the hand or foot (confirmed by x-ray)** | 1",
https://admin.examine.com/content/faqs/758/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,What is psoriatic arthritis?,"[Psoriasis] is a skin disease that causes patches of itchy, red skin with a silver, scaly appearance. The lesions can occur on any part of the body, but common areas include elbows, knees, back, face, scalp, palms, and feet. With psoriatic arthritis, people with psoriasis also have arthritis that causes [pain], stiffness, and [inflammation] of the joints. Although the arthritis is typically mild with occasional flare-ups, in some people, it is continuous and can cause joint damage if not treated.",
https://admin.examine.com/content/faqs/759/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,What are the signs and symptoms of psoriatic arthritis?,"The signs and symptoms of psoriatic arthritis tend to vary from person to person. They can include any of the following: - [Psoriasis] - Swelling, stiffness, or pain in one or more joints- [Fatigue] (i.e., frequently feeling tired or having a general lack of energy)- ”Sausage-like” swelling of a whole finger or toe that is painful- Changes in nails such as tiny dents, crumbling, or separation from the nail bed- [Eye inflammation] that can cause pain, redness, and blurry vision- [Inflammatory bowel disease]",
https://admin.examine.com/content/faqs/760/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,How is psoriatic arthritis diagnosed?,"There is no specific test for psoriatic arthritis, but physicians will evaluate the following to diagnose the disease: - Family history of [psoriasis] or psoriatic arthritis- Signs such as swollen and tender joints, psoriasis skin lesions, and changes in nails - Blood tests to rule out other diseases with a similar presentation (e.g., [rheumatoid arthritis], [gout], [Lyme arthritis])- Changes in joints or the spine using imaging tests such as x-rays, *magnetic resonance imaging* (MRI), or ultrasound",
https://admin.examine.com/content/faqs/761/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,What are some of the main medical treatments for psoriatic arthritis?,"There is no cure for psoriatic arthritis, but treatments are effective for reducing disease symptoms and their severity. The treatments selected depend on the individual’s signs and symptoms and their severity. Often different medications are tried alone or in combination until the physician finds something that works. Treatments for milder forms of the disease:- Over the counter analgesics and anti-inflammatory medications to treat pain and swelling- Corticosteroid injections into affected joints Treatments for more severe forms of the disease:- Disease-modifying anti-rheumatic drugs (DMARDS, oral therapies that broadly suppress the immune system) - Biologic response modifiers (i.e., therapies that target specific immune signals to reduce disease activity)",
https://admin.examine.com/content/faqs/762/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,Have any supplements been studied for psoriatic arthritis?,"The efficacy of different supplements for improving symptoms or disease activity is unclear. There have been some pilot trials, but most of them have been limited  by a small sample size, short duration, and/or lack of appropriate blinding. The following supplements have been studied in preliminary trials for psoriatic arthritis:[PMID:32989481]- [Vitamin D]- [Omega-3 fatty acids](https://examine.com/supplements/fish-oil/)- [Primrose oil]- [Gamma linolenic acid]- [Coenzyme Q10], [vitamin E], and selenium aspartate (in combination)- [Tripterygium wilfordii] (i.e., thunder god vine)- [Paeony] - [Curcumin]",
https://admin.examine.com/content/faqs/763/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,How could diet affect psoriatic arthritis?,"In some people with psoriatic arthritis, eating certain foods seems to trigger symptoms,[PMID:1802495] and certain diets, such as gluten free, [low carbohydrate] and [Paleolithic](https://examine.com/diets/paleolithic-diet/) are popular among patients.[PMID: 28526915] [Fasting], vegetarian, and Mediterranean-style diets have also been evaluated in patients with psoriatic arthritis, but the overall quality of evidence is low. Although the effect of different diet interventions is not clear, [obesity] is associated with significantly higher disease activity in psoriatic arthritis patients.[PMID:32495313] Thus, any diet leading to [weight loss] may be helpful for controlling disease symptoms.",
https://admin.examine.com/content/faqs/764/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,Are there any other treatments for psoriatic arthritis?,"Several small studies and case-reports have tested the effect of [acupuncture] on psoriatic arthritis, with overall positive results. Although high quality evidence is lacking, acupuncture is conditionally recommended by the American College of Rheumatology and the National Psoriasis Foundation.[PMID:30499246]Exercise, [yoga], stretching, and [aqua therapy] (because it tends to be easier on the joints to move around in water) are also helpful to improve overall health and to keep joints flexible.[reference|url=https://medlineplus.gov/|title=The content of this page was partially adapted from MedlinePlus of the National Library of Medicine] Physical and occupational therapy can also help to strengthen muscles and increase flexibility, which can protect joints from further damage.",
https://admin.examine.com/content/faqs/765/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,What causes psoriatic arthritis?,"The cause of the autoimmune activity responsible for psoriatic arthritis pathology is not well understood. Both genetic and environmental causes have been implicated. - Genes: many people with psoriatic arthritis have relatives with the disease, and researchers have identified some of the genes involved - Environment: [stress], [obesity], infection, and injury have all been implicated in triggering disease onset",
https://admin.examine.com/content/faqs/766/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,Why is early diagnosis of psoriatic arthritis important?,"Although psoriatic arthritis is only a mild disease in some people, in others, the disease course is more progressive and damaging, having a similar negative impact on joint function and quality of life as [rheumatoid arthritis].[PMID:3659255] Even a  6–12 month delay in diagnosis can increase the possibility of long-term joint damage and disability.[PMID: 23291384]",
https://admin.examine.com/content/faqs/767/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,Are people with psoriasis at increased risk of developing psoriatic arthritis?,"20–30% of patients with psoriasis will develop psoriatic arthritis.[PMID:4581554] Sometimes the psoriasis is not readily detected if it occurs on the scalp or nails. Psoriasis doesn’t always precede arthritis, however, since 10–15% of patients will develop arthritis before psoriasis.[PMID:28148584]",
https://admin.examine.com/content/faqs/768/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,What are the risk factors for developing psoriatic arthritis?,"Although it isn’t easy to predict whether patients with psoriasis will develop psoriatic arthritis, some potential risk factors have been identified, including:[PMID:26290111]- Corticosteroid use within 2 years of first developing psoriasis- Pregnancy within 2 years prior to psoriasis onset[PMID:11950018]- Trauma that required medical care[PMID:17823200]- Vaccination against rubella[PMID:17823200]- Smoking- Infections requiring hospitalization- Heavy drinking- Family history of psoriatic arthritis- [Obesity]It is important to note that the above risk-associations were mostly found through case-control (observational) studies, so it isn’t yet clear whether they play a causative role in developing the disease.",
https://admin.examine.com/content/faqs/769/edit,https://admin.examine.com/content/topics/1078/edit,Psoriatic Arthritis,"Is there a sex bias for psoriatic arthritis, similar to other autoimmune diseases?","Many autoimmune diseases such as [rheumatoid arthritis], Sjogren’s, and [lupus] have a female sex bias, meaning that they affect a disproportionate number of women compared to men. In contrast, whether or not there is a sex bias for psoriatic arthritis is less clear. Although some studies have reported that the incidence of psoriatic arthritis does not differ between males and females[PMID:34977058], this may depend on the population, as other studies have suggested that males may have increased incidence of the disease.[PMID:35529846]",
https://admin.examine.com/content/faqs/770/edit,https://admin.examine.com/content/topics/1079/edit,Rheumatoid Arthritis,What is rheumatoid arthritis?,"[Arthritis] means inflammation of the joints. Unlike [osteoarthritis] (OA), the most common form of arthritis that is caused by general wear and tear, RA is caused by an autoimmune reaction where the immune system attacks the tissue that protects joints, leading to the characteristic pain, swelling, inflammation and eventual joint destruction. RA tends to affect the joints in a different way than OA. RA joints have a distinct, more 'squishy' type of joint swelling in contrast to the type of hard, bony enlargement of joints that is often seen in the fingers of people with OA.",
